site,station_code,date_sampled,REGsites,WBID,"2, 4-D_1",Aceta_1,Alkalinity_1,ATEMP_1,BacR_1,Bentazon_1,Carbamazepine_1,CHLa_C_1,CHLa_C_2,CHLa_UnC_1,CHLa_UnC_2,CHLb_Tri_N_1,CHLb_Tri_N_2,CHLc_Tri_N_1,CHLc_Tri_N_2,DG3_1,Diuron_1,DO_1,DO_p_1,DTKN_1,DTKN_2,DTKN_3,ENTERO_1,FECCOL_1,Fenuron_1,Fluoride_1,Fluridone_1,GFD_1,GULL2_1,HF183_1,Hydrocodone_1,Ibuprofen_1,Imazapyr_1,Imidacloprid_1,Linuron_1,MCPP_1,Naproxen_1,NH4_N_1,NH4_N_2,NH4_N_3,NO23F_1,OD664b/OD665a_1,OD664b/OD665a_2,pH_1,PHEA_1,PHEA_2,Primidone_1,Pyraclostrobin_1,SALT_1,SECCHI_1,SpCond_1,Sucra_1,TKN_1,TN_1,TP_1,TP_2,TP_3,Triclopyr_1,TSS_1,Turbidity_1,TURBIDITY_1,W-CL-IC_1,W-COLOR_1,W-SO4-IC_1,W-TDS_1,W-TOC_1,WDEPTH_1,WIND_D_1,WIND_S_1,WTEM_1
Lake Middle,GTMLMNUT,2019-01-22T12:42:00Z,Lake,Lake,NA,NA,NA,17.27778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,97.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.66,NA,NA,NA,NA,5.12,0.3,9110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12776,NA,1.38582,12.8
Lake Middle,GTMLMNUT,2019-02-04T12:00:00Z,Lake,Lake,0.002,0.008,105,14.7,NA,0.025,8e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,8.95,90.3,0.99,NA,NA,NA,NA,0.016,0.29,0.011,NA,NA,NA,0.002,0.02,0.056,0.002,0.004,0.002,0.008,0.014,NA,NA,0.03,NA,NA,7.96,NA,NA,0.004,0.002,3.24,0.4,5938,1.2,1.2,NA,0.058,NA,NA,0.004,36,NA,25,NA,NA,NA,NA,15,0.9144,NA,3.5,17.9
Lake Middle,GTMLMNUT,2019-03-04T11:01:00Z,Lake,Lake,NA,NA,NA,19.555555555555557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.49,86.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,4.79,0.5,8541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9451219512195123,NA,2.7715690657130083,21.1
Lake Middle,GTMOLNUT,2017-07-20T10:05:00Z,Lake,Lake,NA,NA,NA,28.2,NA,NA,NA,36.7,NA,45.1,NA,5,NA,5,NA,NA,NA,0.63,NA,NA,NA,NA,42,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1.53,NA,7.8,11.7,NA,NA,NA,9.57,0.42,16844,NA,2.53,2.54,0.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59225,30.5
Lake Middle,GTMOLNUT,2017-08-03T09:32:00Z,Lake,Lake,NA,NA,NA,31.33333333333334,NA,NA,NA,53.3,NA,59.2,NA,5,NA,6.3,NA,NA,NA,3.82,48.85,NA,NA,NA,60,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014,1.62,NA,7.26,6.6,NA,NA,NA,12.19,0.286,20494,NA,2.83,2.84,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2369,28.1
Lake Middle,GTMOLNUT,2017-09-20T10:32:00Z,Lake,Lake,NA,NA,NA,29.277777777777782,NA,NA,NA,64,NA,74,NA,10,NA,10,NA,NA,NA,3.54,44.55,NA,NA,NA,72,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1.59,NA,7.16,12,NA,NA,NA,0.91,0.31,1790,NA,2.3,2.31,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.90797,27.2
Lake Middle,GTMOLNUT,2017-10-18T09:38:00Z,Lake,Lake,NA,NA,NA,24.5,NA,NA,NA,52,NA,71,NA,20,NA,20,NA,NA,NA,7.65,86.8,NA,NA,NA,61,8200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028,1.45,NA,7.78,28,NA,NA,NA,1.75,0.39,3332,NA,2.86,2.89,0.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,21.5
Lake Middle,GTMOLNUT,2017-11-02T10:39:00Z,Lake,Lake,NA,NA,NA,22.6,NA,NA,NA,38.5,NA,46.9,NA,5.3,NA,5.3,NA,NA,NA,3.75,43.3,NA,NA,NA,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1.54,NA,7.63,11.4,NA,NA,NA,4.81,0.234,8602,NA,1.49,1.49,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,20.4
FDEP Lake 4,GTMGL4NUT,2018-07-11T11:10:00Z,Lake,Lake,NA,NA,103,30.1,NA,NA,NA,15,NA,16,NA,NA,NA,NA,NA,NA,NA,5.69,78.9,1.4,NA,NA,10,10,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084,NA,NA,0.004,NA,NA,7.53,1.1,NA,NA,NA,7.65,0.8,13386,NA,1.6,NA,0.06,NA,NA,NA,18,12,NA,NA,NA,NA,NA,20,0.9146341463414634,NA,1.8,30.4
FDEP Lake 4,GTMGL4NUT,2018-08-08T09:09:00Z,Lake,Lake,NA,NA,NA,30,NA,NA,NA,25.8,NA,28.1,NA,3.4,NA,3.4,NA,NA,NA,5.13,70,1.89,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094,NA,NA,0.05,1.64,NA,7.88,3.4,NA,NA,NA,7.24,0.45,12737,NA,2.22,2.25,0.0672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8536585365853658,NA,0.8,30.3
FDEP Lake 4,GTMGL4NUT,2018-09-06T09:48:00Z,Lake,Lake,0.002,0.008,110,28.3,3000,0.02,8e-4,43,NA,49,NA,NA,NA,NA,NA,2600,0.002,5.72,78,1.6,NA,NA,10,10,0.016,0.57,0.0066,170,17000,280,8e-4,0.02,0.025,0.002,0.004,0.002,0.008,0.034,NA,NA,0.004,NA,NA,8.05,7.7,NA,0.004,0.002,7.43,0.3,12999,0.51,1.8,NA,0.096,NA,NA,0.004,77,37,NA,NA,NA,NA,NA,19,1.0365853658536586,NA,3.5,29.2
FDEP Lake 4,GTMGL4NUT,2018-10-22T10:45:00Z,Lake,Lake,NA,NA,NA,24.3,NA,NA,NA,54.5,NA,59.6,NA,5.2,NA,5,NA,NA,NA,6.61,78,1.39,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062,NA,NA,0.01,1.63,NA,8.03,5.7,NA,NA,NA,7.01,0.2,12215,NA,2.47,2.47,0.0886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9756097560975611,NA,3,21.3
FDEP Lake 4,GTMGL4NUT,2018-11-07T11:00:00Z,Lake,Lake,NA,NA,NA,25.7,NA,NA,NA,17.4,NA,21.5,NA,2,NA,2,NA,NA,NA,7.86,99.4,2.04,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048,NA,NA,0.008,1.53,NA,8.16,5.6,NA,NA,NA,6.42,0.6,11.03,NA,2.23,2.23,0.0432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9756097560975611,NA,1.4,24.9
FDEP Lake 4,GTMGL4NUT,2018-12-05T10:36:00Z,Lake,Lake,NA,NA,0.009,9.8,NA,NA,NA,22,NA,23,NA,NA,NA,NA,NA,NA,NA,8.04,90.3,0.047,NA,NA,10,10,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,13500,NA,NA,7.97,1.7,NA,NA,NA,14.49,0.4,23834,NA,0.004,NA,1.2,NA,NA,NA,1.5,16,NA,7700,30,1100,117,15,1.12776,NA,6,16.8
FDEP Lake 4,GTMGL4NUT,2018-12-05T11:02:00Z,Lake,Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FDEP Lake 4,GTMGL4NUT,2019-01-22T12:20:00Z,Lake,Lake,NA,NA,NA,16.88889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.81,79.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,7.12,0.5,12371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15824,NA,1.96698,13.5
FDEP Lake 4,GTMGL4NUT,2019-02-04T11:39:00Z,Lake,Lake,0.002,0.008,102,14.3,NA,0.016,8e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,9.3,96.4,0.71,NA,NA,NA,NA,0.016,0.41,0.0057,NA,NA,NA,0.002,0.02,0.049,0.002,0.004,0.002,0.008,0.007,NA,NA,0.004,NA,NA,7.96,NA,NA,0.004,0.002,7.71,0.6,13308,0.69,0.87,NA,0.043,NA,NA,0.004,14,NA,11,NA,NA,NA,NA,13,0.9144,NA,3.1,14.7
FDEP Lake 4,GTMGL4NUT,2019-03-04T10:44:00Z,Lake,Lake,NA,NA,NA,21.222222222222225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.79,NA,NA,NA,NA,9.48,0.68,16149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9756097560975611,NA,1.430487259722843,21.1
Lake South,GTMDNNUT,2017-07-20T08:42:00Z,Excluded,Lake,NA,NA,NA,27.7,NA,NA,NA,15.3,NA,17.5,NA,5.4,NA,2.4,NA,NA,NA,0.07,NA,NA,NA,NA,38,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,1.57,NA,7.33,3.5,NA,NA,NA,28.35,0.44,44173,NA,1.24,1.26,0.0652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6
Lake South,GTMDNNUT,2017-08-03T10:16:00Z,Excluded,Lake,NA,NA,NA,30.388888888888893,NA,NA,NA,13.9,NA,15.4,NA,5,NA,5,NA,NA,NA,4.73,61.05,NA,NA,NA,16,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021,1.62,NA,7.51,5,NA,NA,NA,24.69,0.651,38956,NA,1.47,1.49,0.0486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11845,28.7
Lake South,GTMLSNUT,2017-09-20T09:47:00Z,Excluded,Lake,NA,NA,NA,27.666666666666668,NA,NA,NA,27.9,NA,34.2,NA,5,NA,5,NA,NA,NA,5.36,67.46,NA,NA,NA,5,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1.53,NA,7.04,8.8,NA,NA,NA,13.02,0.332,21224,NA,1.47,1.47,0.0933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9211800000000006,27.2
Lake South,GTMLSNUT,2017-10-18T11:33:00Z,Excluded,Lake,NA,NA,NA,30,NA,NA,NA,20,NA,22,NA,10,NA,10,NA,NA,NA,6.67,85.9,NA,NA,NA,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018,1.64,NA,7.62,10,NA,NA,NA,17.44,0.5,26872,NA,1.71,1.73,0.0902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.86878,23.7
Lake South,GTMLSNUT,2017-11-02T11:14:00Z,Excluded,Lake,NA,NA,NA,25.555555555555557,NA,NA,NA,20.7,NA,23.6,NA,5,NA,5,NA,NA,NA,8.98,97.71,NA,NA,NA,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1.6,NA,7.94,5,NA,NA,NA,6.91,0.282,12043,NA,1.41,1.41,0.0824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9476,20
Lake South,GTMLSNUT,2017-12-13T13:26:00Z,Excluded,Lake,NA,NA,NA,18.000000000000004,NA,NA,NA,21.9,NA,24.4,NA,3.8,NA,3.8,NA,NA,NA,12,110.84,0.71,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,0.01,1.62,NA,7.61,3.8,NA,NA,NA,9.6,NA,16327,NA,1.23,1.24,0.0519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.97402,12.2
Lake South,GTMLSNUT,2018-01-17T11:29:00Z,Excluded,Lake,NA,NA,NA,17.77777777777778,NA,NA,NA,12.6,NA,12.5,NA,2.3,NA,2.3,NA,NA,NA,9.39,91,0.7,NA,NA,10,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014,NA,NA,0.018,1.76,NA,8.05,2.3,NA,NA,NA,8.85,0.5,15162,NA,1.58,1.59,0.0469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.05284,11.3
Lake South,GTMLSNUT,2018-02-14T09:51:00Z,Excluded,Lake,NA,NA,NA,14.722222222222223,NA,NA,NA,14.8,NA,17,NA,6.7,NA,6.7,NA,NA,NA,8.08,86,1.2,NA,NA,10,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,NA,NA,0.012,1.59,NA,7.25,6.7,NA,NA,NA,8.99,0.3,15375,NA,1.48,1.49,0.0784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9451219512195123,NA,16.77675,16.6
Lake South,GTMLSNUT,2018-03-28T09:16:00Z,Excluded,Lake,NA,NA,NA,19.4,NA,NA,NA,11,NA,13.2,NA,2.9,NA,2.9,NA,NA,NA,5.81,71.1,1.21,NA,NA,10,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.287,NA,NA,0.044,1.55,NA,7.61,3.1,NA,NA,NA,12.32,0.332,20609,NA,1.66,1.7,0.0616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,0.17,18.8
Lake South,GTMLSNUT,2018-04-24T08:44:00Z,Excluded,Lake,NA,NA,NA,19.9,NA,NA,NA,13.8,NA,15.5,NA,2,NA,2.5,NA,NA,NA,6.31,76.1,1.87,NA,NA,31,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284,NA,NA,0.041,1.61,NA,7.27,2,NA,NA,NA,10,0.6,16966,NA,1.24,1.28,0.0577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8841463414634146,NA,3.7,21.8
Lake South,GTMLSNUT,2018-05-30T12:26:00Z,Excluded,Lake,NA,NA,NA,27.5,NA,NA,NA,26.2,NA,28.6,NA,3.4,NA,4.4,NA,NA,NA,4.25,57.5,1.39,NA,NA,31,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464,NA,NA,0.021,1.64,NA,7.67,3.4,NA,NA,NA,9.89,0.6,16894,NA,1.78,1.8,0.0413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6402439024390244,NA,0.7,27.2
Lake South,GTMLSNUT,2018-06-11T09:57:00Z,Excluded,Lake,NA,NA,NA,27.2,NA,NA,NA,6.2,NA,7.2,NA,2,NA,2,NA,NA,NA,2,27.5,1.52,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343,NA,NA,0.015,1.58,NA,7.55,2,NA,NA,NA,9.19,0.9,15803,NA,1.56,1.57,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7621951219512195,NA,1.8,28.2
Lake South,GTMLSNUT,2018-07-11T10:55:00Z,Excluded,Lake,NA,NA,NA,29.5,NA,NA,NA,15.3,NA,17.5,NA,2,NA,2.8,NA,NA,NA,6.6,91.6,1.34,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079,NA,NA,0.05,1.59,NA,7.63,2.7,NA,NA,NA,8.93,0.9,15431,NA,1.97,1.97,0.0473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9146341463414634,NA,2,29.9
Lake South,GTMLSNUT,2018-08-08T08:54:00Z,Excluded,Lake,NA,NA,NA,28.5,NA,NA,NA,14.4,NA,18.8,NA,5,NA,5,NA,NA,NA,3.26,46,1.92,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.183,NA,NA,0.05,1.48,NA,7.85,6.5,NA,NA,NA,11.49,0.25,19452,NA,1.4,1.41,0.0905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8536585365853658,NA,1.2,30.1
Lake South,GTMLSNUT,2018-09-06T09:28:00Z,Excluded,Lake,NA,NA,NA,28.8,NA,NA,NA,28.7,NA,39.7,NA,8.4,NA,8.4,NA,NA,NA,4.68,61.5,1.51,NA,NA,41,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108,NA,NA,0.05,1.44,NA,7.89,16.9,NA,NA,NA,8.63,0.2,14936,NA,2.28,2.3,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8536585365853658,NA,3,29.2
Lake South,GTMLSNUT,2018-10-22T10:19:00Z,Excluded,Lake,NA,NA,NA,24.6,NA,NA,NA,46,NA,54,NA,10,NA,10,NA,NA,NA,6.13,70.7,1.9,NA,NA,63,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,NA,NA,0.01,1.57,NA,8.05,10,NA,NA,NA,7.29,0.25,12675,NA,2.31,2.31,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8231707317073171,NA,1.9,21.7
Lake South,GTMLSNUT,2018-11-07T10:41:00Z,Excluded,Lake,NA,NA,NA,25.5,NA,NA,NA,12.9,NA,16.1,NA,1.7,NA,1.7,NA,NA,NA,8.41,105.8,1.9,NA,NA,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047,NA,NA,0.008,1.52,NA,8.12,4.6,NA,NA,NA,7.34,0.65,12796,NA,1.46,1.46,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8231707317073171,NA,0.5,24.1
Lake South,GTMLSNUT,2018-12-05T10:17:00Z,Excluded,Lake,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15,88.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,13.93,0.3,22975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03632,NA,5,15.2
Lake South,GTMLSNUT,2019-01-22T12:02:00Z,Excluded,Lake,NA,NA,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.79,90.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.24,NA,NA,NA,NA,14.57,0.8,24683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,1.60934,13.3
Lake South,GTMLSNUT,2019-02-04T11:22:00Z,Excluded,Lake,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.97,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.83,NA,NA,NA,NA,8.58,0.7,14692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82296,NA,1.6,14.8
Lake South,GTMLSNUT,2019-03-04T10:26:00Z,Excluded,Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09,73.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.52,NA,NA,NA,NA,12.69,0.7,2118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,21.3
River North,GTMDSNUT,2017-07-20T08:35:00Z,Excluded,River,NA,NA,NA,27.7,NA,NA,NA,9.6,NA,13.2,NA,2,NA,2,NA,NA,NA,0.09,NA,NA,NA,NA,76,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,1.45,NA,7.19,5.4,NA,NA,NA,29.75,0.44,46135,NA,1.06,1.08,0.0816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2
River North,GTMDSNUT,2017-08-03T10:31:00Z,Excluded,River,NA,NA,NA,NA,NA,NA,NA,11.6,NA,14.4,NA,3.4,NA,3.4,NA,NA,NA,7.3,94.2,NA,NA,NA,38,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026,1.52,NA,7.61,3.9,NA,NA,NA,24.71,0.621,38986,NA,1.45,1.48,0.0494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.53985,28.7
River North,GTMRNNUT,2017-09-20T12:09:00Z,Excluded,River,NA,NA,NA,34.611111111111114,NA,NA,NA,10,NA,10,NA,10,NA,10,NA,NA,NA,4.13,55.2,NA,NA,NA,5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035,1.64,NA,7.54,10,NA,NA,NA,14.18,0.42,23592,NA,0.92,0.95,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.75033,30.5
River North,GTMRNNUT,2017-10-18T11:18:00Z,Excluded,River,NA,NA,NA,29.444444444444446,NA,NA,NA,7.7,NA,8.9,NA,4,NA,4,NA,NA,NA,6.4,86.5,NA,NA,NA,30,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,1.6,NA,7.12,4,NA,NA,NA,19.13,0.5,30657,NA,1.44,1.48,0.0676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.48745,24
River North,GTMRNNUT,2017-11-02T11:40:00Z,Excluded,River,NA,NA,NA,27.222222222222225,NA,NA,NA,13.5,NA,16.2,NA,3.5,NA,3.5,NA,NA,NA,5.51,61.06,NA,NA,NA,10,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,1.55,NA,7.54,3.5,NA,NA,NA,13.4,0.43,2213,NA,0.97,1.01,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.97402,20.9
River North,GTMRNNUT,2017-12-13T12:52:00Z,Excluded,River,NA,NA,NA,19.22222222222222,NA,NA,NA,16.6,NA,18.5,NA,4,NA,4,NA,NA,NA,11.58,107.42,0.69,NA,NA,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014,NA,NA,0.01,1.62,NA,7.33,4,NA,NA,NA,10.06,0.382,17071,NA,1.08,1.09,0.0643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6842799999999998,12.4
River North,GTMRNNUT,2018-01-17T10:51:00Z,Excluded,River,NA,NA,NA,15.055555555555557,NA,NA,NA,4.2,NA,4.3,NA,2,NA,2,NA,NA,NA,7.01,74.9,0.47,NA,NA,20,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,NA,NA,0.049,1.71,NA,7.1,2,NA,NA,NA,23.32,1.2,36902,NA,0.56,0.58,0.0527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.421399999999998,11.7
River North,GTMRNNUT,2018-02-14T09:21:00Z,Excluded,River,NA,NA,NA,15.333333333333334,NA,NA,NA,8.4,NA,9.8,NA,2,NA,2,NA,NA,NA,7.18,83.9,1.05,NA,NA,85,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103,NA,NA,0.037,1.58,NA,6.93,2,NA,NA,NA,19.54,0.8,31330,NA,0.78,0.81,0.0617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.56627,16.9
River North,GTMRNNUT,2018-03-28T08:50:00Z,Excluded,River,NA,NA,NA,19.4,NA,NA,NA,5.2,NA,6.8,NA,2,NA,2,NA,NA,NA,5.56,72.9,0.7,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,0.053,1.48,NA,7.22,2.5,NA,NA,NA,28.76,0.7,44437,NA,0.84,0.89,0.0558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5548780487804879,NA,0.5,20.4
River North,GTMRNNUT,2018-04-24T08:03:00Z,Excluded,River,NA,NA,NA,19.5,NA,NA,NA,7.6,NA,9.4,NA,2,NA,2,NA,NA,NA,4.81,64.4,0.57,NA,NA,73,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.143,NA,NA,0.04,1.53,NA,6.87,2.5,NA,NA,NA,25.21,0.8,39521,NA,0.55,0.59,0.0592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0670731707317074,NA,2,22
River North,GTMRNNUT,2018-05-30T11:28:00Z,Excluded,River,NA,NA,NA,26.8,NA,NA,NA,58.5,NA,62.7,NA,3.4,NA,9.8,NA,NA,NA,5.51,82.2,0.5,NA,NA,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,NA,NA,0.045,1.66,NA,7.73,3.4,NA,NA,NA,30.76,0.8,47367,NA,1.22,1.27,0.0839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2195121951219512,NA,2.1,27
