site,station_code,date_sampled,activity_type,latitude,longitude,component_short,component_long,result,remark,units,mdl,pql,mrl,dilution,date_received,date_analyzed,test_comments,analysis_method,lab_id,lab_accreditation_authority,laboratory,rq_number,WBID,REGsites
FDEP River 1,GTMGR1NUT,2018-09-06T08:34:00Z,Sample,NA,NA,DTKN,"Kjeldahl Nitrogen, Dissolved",0.72,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,River,River
FDEP River 1,GTMGR1NUT,2018-09-06T08:34:00Z,Field,NA,NA,DO_p,"Dissolved oxygen, percent saturation",61.4,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,River
FDEP River 1,GTMGR1NUT,2018-09-06T08:34:00Z,Field,NA,NA,ATEMP,Air temperature,28.2,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,River
FDEP River 1,GTMGR1NUT,2019-03-04T09:48:00Z,Field,NA,NA,WTEM,Water temperature,21.1,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,River
FDEP River 1,GTMGR1NUT,2018-12-05T09:27:00Z,Field,NA,NA,SECCHI,Secchi Disk,0.9,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,River
FDEP River 1,GTMGR1NUT,2018-12-05T09:27:00Z,Field,NA,NA,WDEPTH,Water Depth,1.73736,converted from ft (ft/3.28),m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,River
FDEP River 1,GTMGR1NUT,2018-12-05T09:27:00Z,Field,NA,NA,WTEM,Water temperature,16.7,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,River
FDEP River 1,GTMGR1NUT,2018-08-08T08:21:00Z,Sample,NA,NA,NO23F,Nitrate+Nitrite,0.05,U,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 353.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,River
FDEP River 1,GTMGR1NUT,2018-09-06T08:34:00Z,Sample,NA,NA,TSS,Total Suspended Solids,12,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,SM 2540 D-99,E31780,NELAP,FloridaDEP,NA,River,River
FDEP River 1,GTMGR1NUT,2019-02-04T10:34:00Z,Sample,NA,NA,Fenuron,Fenuron,0.016,U,ug/L,1,TRUE,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,River,River
FDEP River 1,GTMGR1NUT,2019-02-04T10:34:00Z,Sample,NA,NA,Fluridone,Fluridone,0.0039,NA,ug/L,1,TRUE,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,River,River
FDEP River 1,GTMGR1NUT,2018-11-07T11:05:00Z,Sample,NA,NA,DTKN,"Kjeldahl Nitrogen, Dissolved",1.14,=,mg/L,0,NA,0,TRUE,NA,NA,NA,351.2,E82502,NELAC,ALS Environmental,NA,River,River
FDEP River 1,GTMGR1NUT,2018-07-11T09:59:00Z,Sample,NA,NA,CHLa_C,"Chlorophyll a, Corrected (Monochromatic)",12,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E31780,NELAP,FloridaDEP,NA,River,River
FDEP River 1,GTMGR1NUT,2018-07-11T09:59:00Z,Sample,NA,NA,W-TOC,Organic Carbon,12,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,SM 5310 B-00,E31780,NELAP,FloridaDEP,NA,River,River
FDEP River 1,GTMGR1NUT,2018-07-11T09:59:00Z,Sample,NA,NA,PHEA,Pheophytin a,2.9,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E31780,NELAP,FloridaDEP,NA,River,River
FDEP River 1,GTMGR1NUT,2018-12-05T09:27:00Z,Field,NA,NA,SALT,Salinity,24.72,NA,ppt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,River
FDEP River 1,GTMGR1NUT,2018-12-05T09:27:00Z,Sample,NA,NA,ENTERO,Enterococcus,30,NA,MPN/100mL,NA,NA,1,TRUE,NA,NA,NA,ASTM D6503-99,E82502,NELAC,ALS Environmental,NA,River,River
FDEP River 1,GTMGR1NUT,2019-03-04T09:48:00Z,Field,NA,NA,WDEPTH,Water Depth,1.64592,converted from ft (ft/3.28),m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,River
FDEP River 1,GTMGR1NUT,2019-02-04T10:34:00Z,Sample,NA,NA,Naproxen,Naproxen,0.008,U,ug/L,1,TRUE,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,River,River
FDEP River 1,GTMGR1NUT,2019-03-04T09:48:00Z,Field,NA,NA,DO,Dissolved oxygen,5.15,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,River
FDEP River 1,GTMGR1NUT,2018-07-11T09:59:00Z,Sample,NA,NA,NO23F,Nitrate+Nitrite,0.008,I,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,River,River
FDEP River 1,GTMGR1NUT,2018-07-11T09:59:00Z,Sample,NA,NA,FECCOL,"Coliform, Fecal",10,B,CFU/100mL,NA,NA,NA,NA,NA,NA,NA,SM 9222 D,E31780,NELAP,FloridaDEP,NA,River,River
FDEP River 1,GTMGR1NUT,2018-07-11T09:59:00Z,Sample,NA,NA,ENTERO,Enterococcus,10,U,MPN/100mL,NA,NA,NA,NA,NA,NA,NA,ASTM D650399,E31780,NELAP,FloridaDEP,NA,River,River
FDEP River 1,GTMGR1NUT,2018-08-08T08:21:00Z,Field,NA,NA,WTEM,Water temperature,29.6,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,River
FDEP River 1,GTMGR1NUT,2019-01-22T11:18:00Z,Field,NA,NA,DO_p,"Dissolved oxygen, percent saturation",91,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,River
FDEP River 1,GTMGR1NUT,2018-08-08T08:21:00Z,Sample,NA,NA,CHLa_UnC,"Chlorophyll a, Uncorrected (Trichromatic)",15.7,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,River
FDEP River 1,GTMGR1NUT,2018-09-06T08:34:00Z,Sample,NA,NA,CHLa_UnC,"Chlorophyll a, Uncorrected (Trichromatic)",7.9,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E31780,NELAP,FloridaDEP,NA,River,River
FDEP River 1,GTMGR1NUT,2018-10-22T09:37:00Z,Sample,NA,NA,CHLa_C,"Chlorophyll a, Corrected (Monochromatic)",4.4,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,River
FDEP River 1,GTMGR1NUT,2019-02-04T10:34:00Z,Field,NA,NA,SpCond,Specific Conductance,33096,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,River
FDEP River 1,GTMGR1NUT,2018-08-08T08:21:00Z,Sample,NA,NA,OD664b/OD665a,OD664b/OD665a,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,River
FDEP River 1,GTMGR1NUT,2019-02-04T10:34:00Z,Sample,NA,NA,NH4_N,"Ammonia as Nitrogen, Dissolved",0.055,NA,mg N/L,1,TRUE,NA,NA,NA,NA,NA,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,River,River
FDEP River 1,GTMGR1NUT,2018-08-08T08:21:00Z,Sample,NA,NA,TKN,Kjeldahl Nitrogen,1.1,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 351.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,River
FDEP River 1,GTMGR1NUT,2018-08-08T08:21:00Z,Sample,NA,NA,DTKN,"Kjeldahl Nitrogen, Dissolved",1.3,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 351.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,River
FDEP River 1,GTMGR1NUT,2018-09-06T08:34:00Z,Sample,NA,NA,Turbidity,Turbidity,8.4,NA,NTU,NA,NA,NA,NA,NA,NA,NA,EPA 180.1 Rev 2.2,E31780,NELAP,FloridaDEP,NA,River,River
FDEP River 1,GTMGR1NUT,2018-09-06T08:34:00Z,Sample,NA,NA,Alkalinity,Total Alkalinity,117,NA,mg CaCO3/L,NA,NA,NA,NA,NA,NA,NA,SM 2320 B-99,E31780,NELAP,FloridaDEP,NA,River,River
FDEP River 3,GTMGR3NUT,2018-09-06T07:48:00Z,Sample,NA,NA,TP,Total Phosphorus,0.069,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Sample,NA,NA,FECCOL,"Coliform, Fecal",10,U,CFU/100mL,NA,NA,NA,NA,NA,NA,NA,SM 9222 D,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-09-06T07:48:00Z,Sample,NA,NA,CHLa_UnC,"Chlorophyll a, Uncorrected (Trichromatic)",5.4,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-09-06T07:48:00Z,Field,NA,NA,SECCHI,Secchi Disk,0.9,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2019-02-04T09:47:00Z,Sample,NA,NA,Diuron,Diuron,0.002,U,ug/L,1,TRUE,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2019-02-04T09:47:00Z,Sample,NA,NA,Fenuron,Fenuron,0.016,U,ug/L,1,TRUE,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-11-07T09:42:00Z,Sample,NA,NA,FECCOL,"Coliform, Fecal",10,ND,CFU/100mL,1,NA,1,TRUE,NA,NA,NA,SM 9222 D,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Field,NA,NA,SALT,Salinity,19.93,NA,ppt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-07-11T09:03:00Z,Field,NA,NA,DO,Dissolved oxygen,4.68,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-07-11T09:03:00Z,Field,NA,NA,DO_p,"Dissolved oxygen, percent saturation",70.4,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-07-11T09:03:00Z,Field,NA,NA,SALT,Salinity,24.86,NA,ppt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-07-11T09:03:00Z,Field,NA,NA,WTEM,Water temperature,29.2,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-09-06T07:48:00Z,Sample,NA,NA,NH4_N,"Ammonia as Nitrogen, Dissolved",0.058,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Field,NA,NA,WTEM,Water temperature,30.1,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Sample,NA,NA,CHLa_UnC,"Chlorophyll a, Uncorrected (Trichromatic)",12.2,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Sample,NA,NA,CHLb_Tri_N,Chlorophyll b (Trichromatic),2,U,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Sample,NA,NA,CHLc_Tri_N,Chlorophyll c (Trichromatic),2.2,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-07-11T09:03:00Z,Field,NA,NA,WIND_D,Wind Direction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-11-07T09:42:00Z,Sample,NA,NA,CHLb_Tri_N,Chlorophyll b (Trichromatic),1.4,ND,ug/L,1,NA,1,TRUE,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2019-02-04T09:47:00Z,Sample,NA,NA,Bentazon,Bentazon,0.0062,NA,ug/L,1,TRUE,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2019-02-04T09:47:00Z,Sample,NA,NA,Carbamazepine,Carbamazepine,8e-4,U,ug/L,1,TRUE,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Field,NA,NA,DO,Dissolved oxygen,4.66,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-07-11T09:03:00Z,Field,NA,NA,SECCHI,Secchi Disk,1,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Field,NA,NA,SpCond,Specific Conductance,31927,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-09-06T07:48:00Z,Sample,NA,NA,PHEA,Pheophytin a,1.3,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-09-06T07:48:00Z,Sample,NA,NA,FECCOL,"Coliform, Fecal",10,BQ,CFU/100mL,NA,NA,NA,NA,NA,NA,NA,SM 9222 D,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-07-11T09:03:00Z,Field,NA,NA,pH,pH,7.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Sample,NA,NA,ENTERO,Enterococcus,10,U,MPN/100mL,NA,NA,NA,NA,NA,NA,NA,ASTM D6503,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-07-11T09:03:00Z,Sample,NA,NA,Turbidity,Turbidity,6,A,NTU,NA,NA,NA,NA,NA,NA,NA,EPA 180.1 Rev 2.0,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Sample,NA,NA,DTKN,"Kjeldahl Nitrogen, Dissolved",0.97,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 351.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Sample,NA,NA,TN,Total Nitrogen,1.08,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,Calculation,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-07-11T09:03:00Z,Field,NA,NA,SpCond,Specific Conductance,39222,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-10-22T09:09:00Z,Field,NA,NA,ATEMP,Air temperature,24.1,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-07-11T09:03:00Z,Sample,NA,NA,Fluoride,Fluoride,1,NA,mg F/L,NA,NA,NA,NA,NA,NA,NA,SM 4500 F-C-97,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-09-06T07:48:00Z,Sample,NA,NA,NO23F,Nitrate+Nitrite,0.037,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-07-11T09:03:00Z,Field,NA,NA,ATEMP,Air temperature,27.1,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-07-11T09:03:00Z,Field,NA,NA,WDEPTH,Water Depth,3.048780487804878,converted from ft (ft/3.28),m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-07-11T09:03:00Z,Field,NA,NA,WIND_S,Wind Speed,3,NA,m/s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-11-07T09:42:00Z,Sample,NA,NA,NO23F,Nitrate+Nitrite,0.015,=,mg/L,1,NA,0,TRUE,NA,NA,NA,353.2,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-09-06T07:48:00Z,Sample,NA,NA,TKN,Kjeldahl Nitrogen,0.49,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-11-07T09:42:00Z,Field,NA,NA,DO,Dissolved oxygen,5.89,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-11-07T09:42:00Z,Field,NA,NA,DO_p,"Dissolved oxygen, percent saturation",85.1,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2019-02-04T09:47:00Z,Sample,NA,NA,"2, 4-D","2,4-Dichlorophenoxyacetic acid",0.0023,I,ug/L,1,TRUE,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-10-22T09:09:00Z,Sample,NA,NA,CHLa_C,"Chlorophyll a, Corrected (Monochromatic)",5.9,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Field,NA,NA,WDEPTH,Water Depth,2.7439024390243905,converted from ft (ft/3.28),m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-11-07T09:42:00Z,Sample,NA,NA,NH4_N,"Ammonia as Nitrogen, Dissolved",0.061,=,mg/L,1,NA,0,TRUE,NA,NA,NA,350.1,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-07-11T09:03:00Z,Sample,NA,NA,TSS,Total Suspended Solids,9,I,mg/L,NA,NA,NA,NA,NA,NA,NA,SM 2540 D-97,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-09-06T07:48:00Z,Field,NA,NA,DO_p,"Dissolved oxygen, percent saturation",68.3,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-09-06T07:48:00Z,Field,NA,NA,ATEMP,Air temperature,28.6,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-09-06T07:48:00Z,Sample,NA,NA,ENTERO,Enterococcus,10,QU,MPN/100mL,NA,NA,NA,NA,NA,NA,NA,ASTM D6503,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-12-05T08:42:00Z,Sample,NA,NA,TSS,Total Suspended Solids,0.42,NA,mg/L,0,FALSE,NA,NA,NA,NA,NA,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Sample,NA,NA,OD664b/OD665a,OD664b/OD665a,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-10-22T09:09:00Z,Field,NA,NA,WIND_S,Wind Speed,4,NA,m/s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-09-06T07:48:00Z,Sample,NA,NA,DTKN,"Kjeldahl Nitrogen, Dissolved",0.56,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Sample,NA,NA,TP,Total Phosphorus,0.0586,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 365.1 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-07-11T09:03:00Z,Sample,NA,NA,ENTERO,Enterococcus,10,NA,MPN/100mL,NA,NA,NA,NA,NA,NA,NA,ASTM D650399,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Field,NA,NA,WIND_D,Wind Direction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-11-07T09:42:00Z,Field,NA,NA,SALT,Salinity,34.11,NA,ppt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-07-11T09:03:00Z,Sample,NA,NA,Alkalinity,Total Alkalinity,115,NA,mg CaCO3/L,NA,NA,NA,NA,NA,NA,NA,SM 2320 B-97,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-07-11T09:03:00Z,Sample,NA,NA,W-TOC,Organic Carbon,8.4,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,SM 5310 B-00,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Sample,NA,NA,CHLa_C,"Chlorophyll a, Corrected (Monochromatic)",10.7,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-12-05T08:42:00Z,Sample,NA,NA,Alkalinity,Total Alkalinity,3.9,NA,mg/L,1,TRUE,NA,NA,NA,NA,NA,SM 5310 B-00,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Sample,NA,NA,PHEA,Pheophytin a,2,U,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Field,NA,NA,pH,pH,7.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2019-02-04T09:47:00Z,Sample,NA,NA,Ibuprofen,Ibuprofen,0.02,U,ug/L,0,FALSE,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Sample,NA,NA,NH4_N,"Ammonia as Nitrogen, Dissolved",0.056,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 350.1 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Field,NA,NA,ATEMP,Air temperature,27.7,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-12-05T08:42:00Z,Field,NA,NA,pH,pH,7.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Sample,NA,NA,NO23F,Nitrate+Nitrite,0.05,U,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 353.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-10-22T09:09:00Z,Sample,NA,NA,ENTERO,Enterococcus,10,U,MPN/100mL,NA,NA,NA,NA,NA,NA,NA,ASTM D6503,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2019-02-04T09:47:00Z,Sample,NA,NA,Aceta,Acetaminophen,0.008,U,ug/L,1,TRUE,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-12-05T08:42:00Z,Sample,NA,NA,NO23F,Nitrate+Nitrite,0.017,NA,mg/L,1,TRUE,NA,NA,NA,NA,NA,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-12-05T08:42:00Z,Sample,NA,NA,NH4_N,"Ammonia as Nitrogen, Dissolved",31400,NA,mg/L,1,TRUE,NA,NA,NA,NA,NA,SM 2540 C-97,E31780,NELAP,FloridaDEP,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2019-01-22T10:41:00Z,Field,NA,NA,SALT,Salinity,32.55,NA,ppt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-11-07T09:42:00Z,Sample,NA,NA,CHLa_UnC,"Chlorophyll a, Uncorrected (Trichromatic)",5.4,=,ug/L,1,NA,1,TRUE,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2019-02-04T09:47:00Z,Field,NA,NA,DO,Dissolved oxygen,7.9,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-11-07T09:42:00Z,Sample,NA,NA,CHLc_Tri_N,Chlorophyll c (Trichromatic),1.4,ND,ug/L,1,NA,1,TRUE,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
FDEP River 3,GTMGR3NUT,2018-10-22T09:09:00Z,Field,NA,NA,WIND_D,Wind Direction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
